2007-03-31	22.82
2007-04-30	24.23
2007-05-31	26.93
2007-06-30	26.93
2007-07-31	27.05
2007-08-31	27.43
2007-09-30	29.03
2007-10-31	34.22
2007-11-30	33.29
2007-12-31	31.38
2008-01-31	27.75
2008-02-29	29.01
2008-03-31	28.86
2008-04-30	33.26
2008-05-31	33.43
2008-06-30	33.44
2008-07-31	34.44
2008-08-31	34.32
2008-09-30	32.88
2008-10-31	31.23
2008-11-30	29.25
2008-12-31	29.61
2009-01-31	28.33
2009-02-28	28.61
2009-03-31	32.16
2009-04-30	35.12
2009-06-30	37.74
2009-07-31	37.77
2009-08-31	38.09
2009-09-30	37.78
2009-10-31	37.17
2009-11-30	37.11
2009-12-31	36.34
2010-01-31	34.19
2010-02-28	34.41
2010-03-31	34.15
2010-04-30	33.38
2010-05-31	37.1
2010-06-30	36.74
2010-07-31	36.84
2010-08-31	39.19
2010-09-30	40.29
2010-10-31	41.56
2010-11-30	45.8
2010-12-31	45.8
2011-01-31	45.83
2011-02-28	45.97
2011-03-31	46.08
2011-04-30	49.46
2011-05-31	50.99
2011-06-30	50.16
2011-07-31	49.78
2011-08-31	52.33
2011-09-30	55.46
2011-10-31	56.4
2011-11-30	56.54
2011-12-31	56.55
2012-01-31	56.54
2012-02-29	56.88
2012-03-31	57.33
2012-04-30	53.73
2012-05-31	59.47
2012-06-30	59.91
2012-07-31	59.85
2012-08-31	64.74
2012-09-30	61.17
2012-10-31	62.46
2012-11-30	57.43
2012-12-31	55.85
2013-01-31	56.59
2013-02-28	62.15
2013-03-31	63.01
2013-04-30	66.09
2013-05-31	67.7
2013-06-30	69.72
2013-07-31	67.43
2013-08-31	68.63
2013-09-30	67.44
2013-10-31	68.51
2013-11-30	69.08
2013-12-31	68.4
2014-01-31	67.73
2014-02-28	67.33
2014-03-31	65.29
2014-04-30	66.94
2014-05-31	68.01
2014-06-30	67.83
2014-07-31	69.22
2014-08-31	68.74
2014-09-30	67.63
2014-10-31	67.98
2014-11-30	66.71
2014-12-31	61.08
2015-01-31	61.18
2015-02-28	60.08
2015-03-31	60.88
2015-04-30	63.68
2015-05-31	63.54
2015-06-30	62.76
2015-07-31	65.46
2015-08-31	62.24
2015-09-30	63.05
2015-10-31	62.77
2015-11-30	59.57
2015-12-31	57.2
2016-01-31	57.63
2016-02-29	57.14
2016-03-31	58.31
2016-04-30	57.3
2016-05-31	57.17
2016-06-30	56.56
2016-07-31	56.48
2016-08-31	57.1
2016-09-30	56.32
2016-10-31	56.07
2016-11-30	55.23
2016-12-31	54.28
2017-01-31	54.96
2017-02-28	55.11
2017-03-31	55.37
2017-04-30	56.97
2017-05-31	58.47
2017-06-30	59.97
2017-07-31	59.78
2017-08-31	62.08
2017-09-30	63.69
2017-10-31	64.82
2017-11-30	65.02
2017-12-31	63.91
2018-01-31	65.93
2018-02-28	66.51
2018-03-31	67.13
2018-04-30	68.93
2018-05-31	69.29
2018-06-30	67.79
2018-07-31	66.62
2018-08-31	67.1
2018-09-30	67.47
2018-10-31	67.88
2018-11-30	69.01
2018-12-31	68.02
2019-01-31	70.02
2019-02-28	69.86
