2002-03-31	29.5
2002-04-30	28.08
2002-07-31	30.1
2002-08-31	23.21
2002-09-30	16.34
2003-01-31	25.05
2003-02-28	30.27
2003-03-31	30.14
2003-04-30	31.74
2003-05-31	33.85
2003-06-30	30.25
2003-08-31	27.93
2003-09-30	29.76
2003-10-31	29.15
2003-12-31	28.33
2004-01-31	27.68
2004-02-29	30.0
2004-03-31	28.63
2004-04-30	28.25
2004-05-31	29.28
2004-06-30	29.16
2004-07-31	28.79
2004-08-31	28.77
2004-09-30	29.15
2004-10-31	30.3
2004-11-30	31.18
2004-12-31	31.91
2005-01-31	31.26
2005-02-28	32.53
2005-03-31	29.69
2005-04-30	29.81
2005-05-31	31.46
2005-06-30	31.73
2005-07-31	31.68
2005-08-31	32.34
2005-09-30	30.45
2005-10-31	30.44
2005-11-30	30.5
2005-12-31	29.74
2006-01-31	30.87
2006-02-28	29.39
2006-03-31	31.94
2006-04-30	33.5
2006-05-31	34.58
2006-06-30	34.74
2006-07-31	34.62
2006-08-31	34.82
2006-09-30	32.92
2006-10-31	32.32
2006-11-30	34.22
2006-12-31	33.65
2007-01-31	33.3
2007-02-28	34.44
2007-03-31	35.48
2007-05-31	36.82
2007-06-30	36.67
2007-07-31	37.82
2007-08-31	36.99
2007-09-30	38.4
2007-10-31	39.73
2007-11-30	39.66
2007-12-31	38.85
2008-01-31	38.99
2008-02-29	38.52
2008-03-31	42.04
2008-04-30	41.67
2008-05-31	42.37
2008-06-30	41.21
2008-07-31	40.76
2008-08-31	38.8
2008-09-30	36.84
2008-10-31	33.07
2008-11-30	33.1
2008-12-31	36.41
2009-01-31	33.61
2009-02-28	35.63
2009-03-31	36.44
2009-04-30	37.13
2009-05-31	39.96
2009-06-30	38.19
2009-07-31	37.83
2009-08-31	37.93
2009-09-30	38.72
2009-10-31	39.26
2009-11-30	43.69
2009-12-31	39.51
2010-01-31	41.16
2010-02-28	39.45
2010-03-31	36.53
2010-04-30	35.85
2010-05-31	34.36
2010-06-30	32.57
2010-07-31	35.05
2010-08-31	34.12
2010-09-30	37.34
2010-10-31	37.68
2010-11-30	34.14
2010-12-31	36.48
2011-01-31	36.91
2011-02-28	38.18
2011-03-31	39.17
2011-04-30	40.49
2011-05-31	41.55
2011-06-30	40.68
2011-07-31	41.61
2011-08-31	39.66
2011-09-30	36.33
2011-10-31	39.09
2011-11-30	37.42
2011-12-31	35.61
2012-01-31	36.02
2012-02-29	36.56
2012-03-31	36.86
2012-04-30	37.52
2012-05-31	36.04
2012-06-30	37.36
2012-07-31	34.98
2012-08-31	35.57
2012-09-30	37.55
2012-10-31	36.92
2012-11-30	37.27
2012-12-31	38.14
2013-01-31	38.97
2013-02-28	36.87
2013-03-31	35.94
2013-04-30	37.93
2013-05-31	38.01
2013-06-30	35.81
2013-07-31	38.68
2013-08-31	37.66
2013-09-30	38.64
2013-10-31	39.19
2013-11-30	40.3
2013-12-31	39.84
2014-01-31	38.84
2014-02-28	39.87
2014-03-31	39.67
2014-04-30	39.52
2014-05-31	40.66
2014-06-30	39.09
2014-07-31	40.61
2014-08-31	39.68
2014-09-30	35.56
2014-10-31	35.29
2014-11-30	37.05
2014-12-31	33.27
2015-01-31	33.45
2015-02-28	32.74
2015-03-31	29.87
2015-04-30	30.72
2015-05-31	29.6
2015-06-30	31.55
2015-07-31	31.31
2015-08-31	32.12
2015-09-30	32.09
2015-10-31	31.77
2015-11-30	30.01
2015-12-31	30.91
2016-01-31	28.14
2016-02-29	31.43
2016-03-31	32.77
2016-04-30	34.0
2016-05-31	32.87
2016-06-30	31.88
2016-07-31	34.69
2016-08-31	31.93
2016-09-30	32.43
2016-10-31	31.93
2016-11-30	30.74
2016-12-31	32.85
2017-01-31	31.53
2017-02-28	31.02
2017-03-31	28.82
2017-04-30	29.68
2017-05-31	31.66
2017-06-30	31.36
2017-07-31	31.6
2017-08-31	31.66
2017-09-30	33.41
2017-10-31	31.03
2017-11-30	33.27
2017-12-31	33.18
2018-01-31	34.79
2018-02-28	34.67
2018-03-31	34.38
2018-04-30	34.33
2018-05-31	33.17
2018-06-30	30.64
2018-07-31	31.94
2018-08-31	31.62
2018-09-30	31.39
2018-10-31	31.73
2018-11-30	31.44
2018-12-31	31.46
2019-01-31	31.58
2019-02-28	31.38
